customerID,companyName,contactName,contactTitle,city,country,segment,industry,registrationDate,creditLimit
ZDHOU,Lucas Ltd,Dr Kimberley Jenkins,Operations Manager,Lake Scott,UK,Wholesale,Education,2021-08-05,241369.19
ROXDB,Imbert,Georges Joseph,Marketing Manager,Hervédan,France,Small Business,Construction,2023-10-17,182345.05
RLSPB,Greene-Butler,Michele Waters,Order Administrator,West Joshuaview,USA,Retail,Construction,2021-06-25,178349.07
HEAZZ,Marconi-Ungaretti Group,Ruggiero Tornatore-Squarcione,Supply Chain Manager,Torano Nuovo,Italy,Wholesale,Technology,2023-09-05,573258.57
QQTOJ,有限会社中村銀行,松田 結衣,VP of Purchasing,府中市,Japan,Corporate,Agriculture,2022-08-14,659661.85
TRTWC,Krishnamurthy Ltd,Anika Mani,Procurement Specialist,Satara,India,Corporate,Agriculture,2024-12-11,794354.22
QODOH,Solomon-Knight,Eric Petersen,Procurement Specialist,Ramirezchester,Canada,Retail,Construction,2023-01-07,156601.99
FEEEU,Van Genechten BV,Marie-Jeanne De Groof,Marketing Manager,Mechelen-Bovelingen,Belgium,Corporate,Retail,2023-05-05,787455.34
OYBQA,Jungfer,Roderich Misicher B.A.,Procurement Specialist,Wernigerode,Germany,Small Business,Technology,2023-06-02,161858.67
KXQEF,Diaz,François Joseph-Couturier,Procurement Specialist,Vidal,France,Retail,Healthcare,2024-08-25,132398.48
RPJGY,Brooks-Myers,Tara Stevens,Sales Representative,Dustinland,USA,Government,Agriculture,2019-11-23,1538323.2
ZVXYX,Correa-Velazquez,Bautista Correa Perez,Purchasing Manager,Chilecito,Argentina,Retail,Construction,2021-05-29,154451.72
OWDPJ,"Jackson, White and Swift",Wendy Bentley,VP of Purchasing,Johnsonfort,UK,Corporate,Manufacturing,2022-06-18,138822.52
OIQYF,Lopes,Luara Campos,Procurement Specialist,Cirino,Brazil,Small Business,Technology,2018-12-03,29071.93
WTUII,Familia Becerra S.C.P,Lupe del Castejón,Purchasing Manager,Valencia,Spain,Corporate,Healthcare,2023-02-23,788357.68
DPUWH,Benthin OHG mbH,Adem Dowerg,Owner,Schwäbisch Gmünd,Germany,Retail,Retail,2023-05-24,122212.25
AWLKX,Jordan-Hall,Laura Adams,Purchasing Manager,Maryberg,USA,Retail,Hospitality,2018-03-04,209259.02
NBRVI,"Nadig, Kannan and Garg",Samar Badal,Owner,Mysore,India,Corporate,Hospitality,2022-04-13,406431.87
QCQBT,"Irwin, Nelson and Tucker",Ryan Walker,Owner,Lynchburgh,USA,Small Business,Retail,2024-11-16,216410.13
WYQQB,Caldeira,Isaque Rios,Order Administrator,Lopes Verde,Brazil,Corporate,Manufacturing,2024-06-14,306615.43
LPKBY,유한회사 라온마루네트워크,이영희,Sales Representative,이천시,South Korea,Wholesale,Technology,2023-07-17,511760.23
IOCWS,Jefferson-Christensen,Phillip Harris,Operations Manager,Kimhaven,Canada,Retail,Food & Beverage,2020-07-25,245585.7
YBUAY,Monteiro - EI,Maria Julia Macedo,VP of Purchasing,Freitas,Brazil,Small Business,Hospitality,2019-01-31,242722.76
LCDYJ,Burke Ltd,Caroline Powell,Sales Representative,West Michael,USA,Corporate,Technology,2020-01-21,153277.62
CAWXE,da Conceição,Olivia Alves,Purchasing Manager,Ramos,Brazil,Corporate,Retail,2023-03-25,50441.22
TGNRD,Marquez-Johnson,Heather Smith,Operations Manager,Ramseychester,USA,Small Business,Education,2018-09-02,97115.37
LXOHP,Bailey-Adams,Debbie Moore,Logistics Coordinator,Port Brenda,USA,Retail,Construction,2021-11-16,84140.55
KNZCH,"Patrick, Singleton and Werner",Philip Davis,Owner,North Christina,USA,Corporate,Healthcare,2022-02-22,697946.3
KNYXT,Rodriguez-Soria,Felipe Fernandez,Operations Manager,Santa Rosa,Argentina,Government,Retail,2020-02-02,1838824.01
VQWXP,Perez LLC,Austin Wiggins,Sales Representative,New Diamondburgh,USA,Corporate,Healthcare,2020-02-28,298043.45
KOIVU,Leunberger Felber GmbH,Salomé Frick,VP of Purchasing,Bernex,Switzerland,Small Business,Healthcare,2023-10-17,190680.22
GVGCN,Persson Dahlgren AB,Lars Holmgren,Procurement Specialist,Norrköping,Sweden,Government,Education,2021-12-31,876007.82
OLTMS,Smith Inc,Ms Abigail Lewis,Procurement Specialist,New Leanneton,UK,Wholesale,Technology,2020-12-13,317016.51
DMBWM,Bugla-Gradek S.A.,Tadeusz Kuśmider,Sales Associate,Krotoszyn,Poland,Small Business,Retail,2024-04-02,215724.76
TJDRE,"Logan, Ford and Gibson",Michelle Martin,Marketing Manager,North Tonyaberg,USA,Small Business,Education,2018-01-02,170101.34
KWJUO,Rice-Burns,Krista Barber,Operations Manager,Haydenhaven,USA,Retail,Manufacturing,2020-08-26,104209.0
BQYBO,"Ray, Monroe and Sullivan",Timothy Jackson,Order Administrator,Martinezton,USA,Small Business,Transportation,2019-07-21,189965.94
ONRGQ,Carlsen & Søn ApS,Nicolai Christoffersen,Procurement Specialist,Sjølund,Denmark,Corporate,Agriculture,2020-03-30,874673.77
DXWUY,Jespersen ApS,Ronny Hansen,Logistics Coordinator,Søby Ærø,Denmark,Wholesale,Agriculture,2023-10-23,339034.38
SGZQH,Cole PLC,Nicole Banks,Supply Chain Manager,Randyberg,Australia,Small Business,Construction,2018-02-14,130490.38
QHLOL,Club Hernádez y Ruiz,Martha Rivero,Owner,San Emilia los bajos,Mexico,Government,Transportation,2018-12-23,274164.85
GOLMO,Ambrożewicz S.A.,Gustaw Pleśniak,VP of Purchasing,Radom,Poland,Corporate,Construction,2020-08-17,479406.1
CPSRL,Söding Löwer AG,Gislinde Peukert,Supply Chain Manager,Bad Kreuznach,Germany,Small Business,Technology,2024-12-31,137784.31
OLMVV,Andersson Hansson HB,Christer Öberg,Sales Representative,Örnsköldsvik,Sweden,Small Business,Construction,2020-01-08,53057.63
AQINK,Ryder and Sons,Dr. Alister Norry,Sales Representative,Alanis Ville,Ireland,Government,Healthcare,2020-08-07,800493.74
WRWTK,渡辺水産合同会社,斉藤 康弘,Logistics Coordinator,立川市,Japan,Small Business,Transportation,2021-04-01,144452.4
DHOUI,"Johnson, Maxwell and Chandler",Andrea Donaldson,Order Administrator,Riveramouth,USA,Corporate,Retail,2023-06-25,937519.32
PFJVH,Hethur,Christos Wiek-Gunpf,VP of Purchasing,Schwandorf,Germany,Corporate,Retail,2020-11-16,699349.31
WUVFY,Robinson-Williams,Casey Barnes,Procurement Specialist,Port Lauren,Australia,Retail,Construction,2024-08-14,233961.4
ECRIN,Kaur-Smith,Susan Scott,Order Administrator,Port Ian,UK,Wholesale,Transportation,2019-12-28,153976.47
KZEYF,Ødegård-Andresen AS,Karl Simonsen,Logistics Coordinator,Berge,Norway,Corporate,Agriculture,2018-08-07,627540.69
CWYCS,岡田印刷合同会社,近藤 直子,Order Administrator,東村山市,Japan,Small Business,Transportation,2022-03-09,132139.07
YOAIM,Nieminen Kiviniemi Tmi,Lasse Kärkkäinen-Miettinen,VP of Purchasing,Kurikka,Finland,Corporate,Manufacturing,2024-02-09,262996.37
QDRNP,Webb-Murphy,Kathleen Ramsey,Purchasing Manager,Williamsshire,USA,Retail,Construction,2020-04-02,123641.03
NSPGA,Rodriguez-Hernandez,Richard Gilmore,Order Administrator,South Rebecca,USA,Corporate,Manufacturing,2024-12-09,133796.89
CVFFE,"Freeman, Evans and Cox",Miss Leanne Francis,Supply Chain Manager,New Hayley,UK,Retail,Technology,2025-02-09,121584.63
NGLWB,"Rodriguez, Sanchez and Paez",Lola Benitez,Supply Chain Manager,Santa Rosa,Argentina,Corporate,Retail,2021-07-19,712269.62
CYUAJ,Merino S.A. de C.V.,Homero Gracia Ruiz,Operations Manager,San Leonardo los altos,Mexico,Small Business,Agriculture,2019-08-09,237253.91
PMBTD,Atkinson-Mitchell,Carmen Moore,Operations Manager,Brittneyland,USA,Corporate,Education,2018-10-03,173287.1
NWJED,Arias Inc,Juan Pablo Morena Gomez,Order Administrator,Santa Fe,Argentina,Small Business,Technology,2024-01-21,106940.36
WPKTO,Mortensen & Søn A/S,Kim Jakobsen,Accounting Manager,Glumsø,Denmark,Corporate,Retail,2020-03-08,181308.11
NZXHQ,森銀行有限会社,佐藤 涼平,Logistics Coordinator,中央区,Japan,Small Business,Education,2020-06-22,200167.6
SPEDY,Turner Inc,Cheryl Savage,Purchasing Manager,Port Ronald,UK,Retail,Technology,2024-09-21,246419.59
YABEH,Rodriguez-Watkins,Kelly Decker,VP of Purchasing,Dillonmouth,USA,Corporate,Healthcare,2022-07-18,119110.76
QVZDI,Moore-Parsons,Kathleen Walker,Order Administrator,Antoniomouth,USA,Corporate,Food & Beverage,2022-12-26,357777.76
NQLTR,Sauvage,Dominique Schneider,Accounting Manager,Guibert,France,Small Business,Agriculture,2023-04-16,133574.01
PZMMW,Lindner Heinz e.V.,Marica Junken,Marketing Manager,Gießen,Germany,Small Business,Transportation,2021-06-16,181243.39
KTDVZ,"Nash, Hooper and Fox",Anne Dean,Logistics Coordinator,Clarkeland,UK,Corporate,Education,2020-02-13,323517.6
BFVSV,Thorsen & Jespersen A/S,Univ.Prof. Justina Christoffersen,Purchasing Manager,Mørkøv,Denmark,Wholesale,Healthcare,2025-01-09,631345.53
PWQQQ,Huang Ltd,Christopher Lee,Owner,North Anthonyview,USA,Small Business,Food & Beverage,2020-12-02,221943.12
KMFOI,Martins,Maria Laura Viana,Procurement Specialist,Machado Grande,Brazil,Corporate,Transportation,2024-02-11,433824.09
REEJM,阿部保険合同会社,佐藤 陽一,Accounting Manager,印旛郡本埜村,Japan,Wholesale,Education,2025-02-24,432479.94
DEOAD,Green-Hawkins,Ms Nicola Young,Purchasing Manager,New Rachael,UK,Small Business,Transportation,2021-09-17,98691.13
GCBWS,"Grupo Dueñas, Perales y Arellano",Susana Muro Montalvo,Purchasing Manager,San Iván de la Montaña,Mexico,Small Business,Retail,2018-10-14,20513.87
FUSYR,株式会社高橋運輸,松本 桃子,Sales Representative,国立市,Japan,Retail,Food & Beverage,2022-08-04,84826.54
OOPTW,"Gonzalez, Carrillo and Simon",Victor Garza,Purchasing Manager,Ambermouth,USA,Wholesale,Education,2018-05-02,501504.15
QGOGE,Smith-Lawrence,Amy Gallegos,VP of Purchasing,Hickmanshire,Canada,Small Business,Healthcare,2019-09-25,198391.16
OIYGD,Pettersson Ericson HB,Signe Rosén-Persson,Logistics Coordinator,Falun,Sweden,Small Business,Transportation,2019-12-28,58622.18
HYOGG,Banco Ibéricos S.L.N.E,Dafne Puerta Abril,Operations Manager,Almería,Spain,Small Business,Hospitality,2025-03-08,49212.81
VWLEE,Regnier,Patricia Durand-Charrier,Purchasing Manager,Lecoq,France,Corporate,Education,2022-07-01,284164.88
MNMCM,유한회사 조선상사,최지영,Order Administrator,구리시,South Korea,Corporate,Agriculture,2024-12-08,948514.08
DARZD,Novais,Sra. Emanuelly Nogueira,Order Administrator,Albuquerque,Brazil,Small Business,Food & Beverage,2023-02-19,139254.97
WGOPY,Murphy and Sons,Alicia Anderson,Operations Manager,Garyport,USA,Small Business,Agriculture,2023-01-13,216587.64
RSSWR,Fritsch Loos AG & Co. OHG,Ing. Benedikt Wieloch,Order Administrator,Heiligenstadt,Germany,Corporate,Agriculture,2025-06-24,424628.48
VTZTF,"Dunn, Jones and Mcgrath",Sarah Smith,Accounting Manager,North Kimberly,USA,Retail,Healthcare,2023-12-15,231023.44
VWOCB,"Grupo Carrera, Razo y Miranda",Mónica Téllez Rivero,Sales Representative,Vieja Suriname,Mexico,Retail,Construction,2022-08-09,225142.24
ADPUS,Willemsen BV,Elisa de Keijzer,Supply Chain Manager,Haringhuizen,Netherlands,Wholesale,Food & Beverage,2022-02-01,92044.42
HWNBV,Swanson-Bartlett,Tracy Miranda,Owner,East Dustinburgh,USA,Small Business,Transportation,2021-11-29,25248.72
MPCKQ,有限会社中川保険,佐藤 真綾,Logistics Coordinator,横浜市神奈川区,Japan,Corporate,Healthcare,2023-09-03,199534.32
YYKTD,Persson HB,Carina Liu,Purchasing Manager,Karlskoga,Sweden,Small Business,Hospitality,2023-08-09,33403.8
CXBQA,Weinhage GbR,Prof. Patricia Mielcarek MBA.,Sales Representative,Sondershausen,Germany,Wholesale,Agriculture,2020-10-06,575965.19
FQSAO,Bättig & Partner,Michael Scherrer,Sales Associate,Aigle,Switzerland,Small Business,Healthcare,2025-05-27,136356.37
LWVUC,Mireles-Pelayo e Hijos,Ignacio Rivas Briones,Accounting Manager,Nueva Rwanda,Mexico,Corporate,Hospitality,2021-11-25,320227.91
RQDIA,Ciampi s.r.l.,Paola Villadicani,VP of Purchasing,Acquaviva Delle Fonti,Italy,Small Business,Retail,2018-11-24,41781.38
DVPSJ,Fitzgerald Ltd,Ms Denise Powell,Order Administrator,Harrisville,UK,Wholesale,Hospitality,2018-05-31,612586.84
AYSOI,Ortega-Murillo,Robyn Kidd,Logistics Coordinator,Matthewchester,Australia,Small Business,Food & Beverage,2025-05-09,195208.93
LDEYO,"Cox, Jimenez and Rodgers",Alexander Mitchell,Procurement Specialist,Lake Christopher,USA,Small Business,Manufacturing,2019-01-12,191830.17
WGBTE,"Morrison, York and Cox",Dennis Cook,Sales Representative,East Barbarashire,USA,Retail,Food & Beverage,2023-12-31,108502.65
EGMBP,Binner GbR,Sibilla Wesack,Owner,Waren,Germany,Small Business,Hospitality,2022-02-11,110649.36
AFDHQ,Selin & Larsson HB,Siv Nygren,Purchasing Manager,Växjö,Sweden,Small Business,Manufacturing,2024-11-19,238464.04
WQASW,Davis-Cook,Breanna Davis,Owner,North Patriciaton,USA,Corporate,Hospitality,2021-07-08,66017.13
XYOTL,Lachmann Riehl AG,Caterina Schäfer,Sales Associate,Bogen,Germany,Retail,Manufacturing,2020-07-03,157612.07
PUJHV,Seip KG,Mahmoud Bachmann,Marketing Manager,Fürstenwalde,Germany,Corporate,Hospitality,2023-06-18,180016.2
MABBD,Distribuciones Vergara S.A.U,Adela Zabala Llano,Procurement Specialist,Madrid,Spain,Corporate,Healthcare,2022-02-07,75313.14
UOCKT,联软网络有限公司,张桂兰,Purchasing Manager,亮县,China,Small Business,Technology,2025-04-19,131488.58
NVRLD,Pacheco,João Felipe da Cruz,Owner,Santos,Brazil,Retail,Hospitality,2021-02-24,243679.29
MFBLG,佐藤農林有限会社,中島 裕樹,Operations Manager,山武市,Japan,Wholesale,Education,2022-04-28,82787.99
WJNHH,"Carpenter, Coffey and Wright",Crystal Wright,Sales Associate,Lake Charlesfurt,USA,Corporate,Healthcare,2018-12-30,73550.64
ENNJL,da Mota Camargo - EI,Gustavo Henrique Silva,Sales Associate,Sampaio,Brazil,Small Business,Transportation,2018-02-07,12272.59
AFRWF,Peterson Group,Nathaniel Floyd,Sales Associate,Markchester,USA,Corporate,Transportation,2020-11-02,925870.79
XLDJB,"Peralta, Acosta and Diaz",Sofia Benicio Aguero,Marketing Manager,Santiago del Estero,Argentina,Wholesale,Transportation,2025-02-04,38760.94
GKCZQ,Burns LLC,David Hamilton,Owner,North Kimberly,USA,Wholesale,Hospitality,2024-03-31,61668.73
RDGAR,"Ellis, Roberts and Gutierrez",Brenda Ramirez,Supply Chain Manager,Hammondfort,Canada,Corporate,Agriculture,2023-11-21,114547.47
TWQHA,"Brown, Gibson and Turner",Curtis Shields,Marketing Manager,Stuartview,Australia,Government,Hospitality,2019-03-16,701665.23
GPAPQ,Kim and Sons,David Tucker,Supply Chain Manager,New William,USA,Wholesale,Technology,2024-12-31,592911.25
MFBML,da Mata e Filhos,Dr. Carlos Eduardo da Mata,Purchasing Manager,Souza das Flores,Brazil,Wholesale,Technology,2018-02-25,462165.56
CXYDM,"Chhabra, Khurana and Mandal",Yash Wagle,Owner,Mehsana,India,Small Business,Construction,2025-04-29,70212.66
EIETZ,Hernandez Inc,Michael Spencer,VP of Purchasing,Aaronborough,USA,Small Business,Manufacturing,2019-05-28,147801.66
ZLASX,方正科技信息有限公司,宋莹,Sales Representative,帆县,China,Retail,Retail,2021-07-15,11445.2
NVOEC,Moulin Germain SA,Martine Georges,Owner,Rossi,France,Wholesale,Food & Beverage,2020-07-01,482347.86
GWXOZ,Club Valenzuela y Alemán,Benjamín Vallejo Chapa,Purchasing Manager,Vieja Austria,Mexico,Corporate,Construction,2019-07-15,592984.34
XULDC,Nichols-Rodgers,William Dunn,Operations Manager,East Joann,Canada,Retail,Agriculture,2019-08-21,128394.13
HRAVB,Johnson Inc,Jennifer Esparza,Procurement Specialist,Orozcoland,Canada,Retail,Manufacturing,2020-07-21,79507.95
TLWJN,Carr Inc,Raven Herrera,Marketing Manager,North Thomas,USA,Small Business,Transportation,2020-01-29,243267.19
YOBAO,Sontag e.G.,Vinko Niemeier,Sales Associate,Lörrach,Germany,Small Business,Transportation,2024-08-26,168313.09
EEOHK,Compañía EWOW S.Com.,Primitiva Santamaria Córdoba,VP of Purchasing,Valencia,Spain,Government,Retail,2018-09-24,1070706.74
VHERO,Martineau SARL,Emmanuel de la Rey,Procurement Specialist,Saint Louis,France,Corporate,Technology,2024-03-14,599666.2
YMQGP,Drumm LLC,Anastasia Nyhan,Marketing Manager,Lucy Ville,Ireland,Wholesale,Manufacturing,2018-03-28,680923.1
PCLMO,"Barr, Harris and Burton",Elizabeth Mcdaniel,Marketing Manager,Lake Bryan,USA,Corporate,Manufacturing,2024-10-02,690482.83
OFSJU,Reyes Aguilera Donoso S.Com.,Carmelita del Camps,Operations Manager,Valladolid,Spain,Small Business,Technology,2019-03-08,49522.69
XYSHP,Corrales-Pelayo,Manuel Girón de la Crúz,Sales Associate,San Nicolás los altos,Mexico,Small Business,Manufacturing,2022-02-28,234211.34
GNDLD,Radisch,Svetlana Mentzel,Order Administrator,Sangerhausen,Germany,Corporate,Retail,2021-12-29,201816.88
PGQHO,Maier & Co.,Sabina Zehnder,Owner,Locarno,Switzerland,Small Business,Construction,2020-05-14,240237.75
GKSFB,"Kala, Bahri and Hayre",Chakrika Prashad,Sales Associate,Mysore,India,Corporate,Manufacturing,2024-07-22,425429.1
ZNPBA,Hogan and Sons,Crystal Graves,Purchasing Manager,New Timothyshire,USA,Corporate,Hospitality,2023-05-04,253729.21
PTSJT,Comercial Villaverde S.A.,Salomón de Hernandez,Supply Chain Manager,Málaga,Spain,Small Business,Retail,2024-06-07,249651.85
SCFSX,Peronne Groep,Jelte van den Velde,Order Administrator,Wellerlooi,Netherlands,Corporate,Healthcare,2018-09-14,91601.32
OCIVA,Rivera-Taylor,Jeffrey Horn,Sales Representative,East Leah,USA,Small Business,Manufacturing,2019-08-27,188866.73
GQLQW,Paul S.A.,Simone Guérin du Mace,Logistics Coordinator,Faureboeuf,France,Corporate,Food & Beverage,2021-06-15,798313.07
VMTXY,Hofmann,Almut Beckmann,Purchasing Manager,Auerbach,Germany,Wholesale,Retail,2023-10-24,532641.09
OOBOX,"Johnson, Pacheco and Johnson",Peter Morton,Owner,North Haileyfort,Canada,Retail,Transportation,2025-02-21,209165.34
HLKWC,Gonzales PLC,Amy Mccoy,Marketing Manager,Lake Edwardstad,USA,Wholesale,Construction,2020-05-06,158913.28
JGKRQ,Drewes,Nina Hornich,Marketing Manager,Ebern,Germany,Government,Construction,2018-08-21,852072.38
LYJIX,Burke PLC,Donna Boyd,Purchasing Manager,East Gregoryport,Canada,Small Business,Construction,2021-10-04,68998.62
RCPSR,McLean Group,Tina Williams,Owner,North Juneton,UK,Wholesale,Transportation,2018-01-08,746145.92
YXBCM,Blackwell-Gray,Ann Ramsey,Sales Associate,Alyssafurt,USA,Government,Food & Beverage,2020-10-30,531431.53
TOKKG,Young and Sons,Kayla Ewing,Logistics Coordinator,Donnastad,Canada,Small Business,Hospitality,2020-04-28,131093.61
JBMBP,Glover Group,Kristen Williams,VP of Purchasing,Brownborough,USA,Small Business,Retail,2019-10-20,78184.78
GBXZR,Walter & Reicher KG,Ylvie Kitzler,Accounting Manager,Ternitz,Austria,Wholesale,Agriculture,2023-11-02,469708.09
KILEV,Gorlitz,Antonino Bolander-Heuser,Accounting Manager,Cottbus,Germany,Small Business,Education,2024-06-26,125057.18
NALYT,Evrard,Roger Evrard,Marketing Manager,Sainte Lorraine,France,Corporate,Agriculture,2023-07-01,815001.4
DWJUW,"Thompson, Fry and Jimenez",Kelli Gray,Sales Representative,New Deborah,USA,Retail,Retail,2020-12-30,193754.05
HCQPJ,Nash Inc,Geraldine Matthews,Owner,Ronaldhaven,UK,Corporate,Technology,2022-04-13,202250.93
EHZUL,"Estrada, Parker and Evans",Shawn Avila,Operations Manager,West Jennifer,USA,Government,Transportation,2024-05-01,690170.9
IBACH,Lewis-Collins,Angela Marks,Purchasing Manager,Carterfurt,USA,Corporate,Agriculture,2019-03-05,824521.24
UQZAX,Todd-Cline,Jamie Perez,Procurement Specialist,Matthewburgh,USA,Corporate,Transportation,2020-03-15,609369.43
MMOFC,"Baeyens, Carlier en Goossens VOF",Rosa Maes,Supply Chain Manager,Sint-Joris-Weert,Belgium,Small Business,Education,2021-10-14,113801.64
AULZK,Gelli SPA,Dott. Temistocle Travaglio,Accounting Manager,Serramazzoni,Italy,Retail,Technology,2024-03-22,23654.22
XBNFT,Rivera-Compton,Ronald Brown,Operations Manager,Benjaminton,Australia,Small Business,Technology,2025-06-11,89701.21
KTBOZ,Allen-Hendricks,Phillip Kelly,VP of Purchasing,Brendaville,Canada,Corporate,Manufacturing,2020-12-16,950588.6
DRSGI,Roman Inc,Michael Gibson,Accounting Manager,Griffithville,USA,Small Business,Manufacturing,2022-01-29,16551.52
LHJQI,株式会社林運輸,佐々木 京助,Sales Representative,中野区,Japan,Retail,Hospitality,2022-10-29,32293.9
ESLUP,Amundsen BA,Sofie Antonsen,Logistics Coordinator,Torillstrand,Norway,Wholesale,Transportation,2023-09-15,519574.77
VCLUT,Chang-Murphy,Joel Mason,Marketing Manager,Maxwellhaven,Canada,Government,Retail,2024-09-06,1029641.9
WOJEB,Buck and Sons,Yolanda Johnson,Operations Manager,West Kimberlyville,USA,Small Business,Food & Beverage,2022-02-13,165488.43
WPKGB,"Warren, Smith and Barker",Mark Jimenez,Order Administrator,Mackenzieville,USA,Wholesale,Healthcare,2025-03-13,49070.1
UFSND,Rangel-Khan,Jenna Lynch,Supply Chain Manager,Denniston,Canada,Retail,Education,2018-07-28,212703.76
AWWUT,Hoeks Groep,Catharina van der Meer,Procurement Specialist,Lomm,Netherlands,Corporate,Technology,2019-09-11,468514.51
NBLZH,Laporte,Marianne Michel,Accounting Manager,Joly-sur-Boulay,France,Retail,Education,2025-06-21,69104.93
VFNJB,Geißler Stiftung & Co. KGaA,Dr. Laurenz Schleich,Supply Chain Manager,Bersenbrück,Germany,Small Business,Transportation,2019-10-20,177621.32
ARTUR,Farias,Dr. Breno Borges,Marketing Manager,Andrade da Mata,Brazil,Small Business,Hospitality,2018-12-22,41035.47
NRWTU,Letellier,Jules Lombard,Supply Chain Manager,Sainte Noël,France,Small Business,Construction,2021-09-09,134284.98
XTPHZ,Sangha-Saran,Zilmil Char,Operations Manager,Warangal,India,Small Business,Retail,2021-03-13,210190.06
VRGGV,Mcmillan and Sons,Amy Dyer,Logistics Coordinator,Peterland,USA,Retail,Agriculture,2024-02-18,188186.25
GGXVQ,Krause AG & Co. KG,Anneke Jungfer B.A.,Supply Chain Manager,Eisenach,Germany,Small Business,Agriculture,2023-10-02,62689.13
CZZRM,Fernandes,Sr. Pedro Moraes,Sales Associate,Lopes,Brazil,Retail,Retail,2022-04-15,236206.86
ZNNBP,Pires,Mariana Teixeira,Marketing Manager,Pinto,Brazil,Corporate,Hospitality,2019-08-01,92543.0
EEABN,"Guerra, Roberts and Mccarty",Eric Spencer,Operations Manager,Deleonmouth,USA,Small Business,Hospitality,2020-03-27,16100.85
VPWXR,Roy-Durham,Kelsey Russell,Logistics Coordinator,East Deanna,USA,Small Business,Food & Beverage,2022-08-09,139196.55
EJCBS,Comercial IX S.L.,Samanta Amanda Vera Pedrosa,Procurement Specialist,Zaragoza,Spain,Corporate,Education,2020-03-02,667381.86
CNBMK,Despacho Regalado-Herrera,Dr. Karina Zamora,Procurement Specialist,San Sofía los altos,Mexico,Small Business,Healthcare,2024-01-21,82141.15
ZIRCA,Hübel,Anny Preiß B.Eng.,Logistics Coordinator,Pinneberg,Germany,Wholesale,Food & Beverage,2023-11-15,356356.95
XAVHI,"Rajagopalan, Kothari and Din",Harshil Menon,Logistics Coordinator,Orai,India,Small Business,Transportation,2024-08-25,209352.33
XBLXK,"Hurst, Simpson and Chamberlain",Barbara Griffiths,Accounting Manager,West Patrick,UK,Corporate,Food & Beverage,2023-10-26,909737.74
JWSSX,Kusch Rose KG,Hanspeter Scholtz,Marketing Manager,Ravensburg,Germany,Retail,Food & Beverage,2021-07-18,202901.9
CPXPU,Porto,Raul Teixeira,Operations Manager,Alves dos Dourados,Brazil,Corporate,Construction,2019-04-22,64292.17
TLOHD,More PLC,Zinal Kannan,Procurement Specialist,Madanapalle,India,Wholesale,Construction,2024-10-20,475826.81
PUNOO,"Sanchez, Dodson and Taylor",Nicole Huff,Procurement Specialist,Mariastad,USA,Retail,Construction,2025-03-12,33986.75
RQUBA,Casa Grande e Filhos,Maya Fernandes,Supply Chain Manager,Novaes,Brazil,Small Business,Education,2024-01-12,116115.9
LJSGA,Sullivan LLC,Bridget Guerrero,Purchasing Manager,Port Andreashire,USA,Corporate,Education,2020-11-01,481824.52
NOWJH,Niemi,Airi Lehtonen,Purchasing Manager,Inari,Finland,Small Business,Food & Beverage,2023-01-14,191457.85
OYYUJ,"Vercammen, Van Dyck en Van de Velde CV",Viviane Van Campenhout,Procurement Specialist,Hogne,Belgium,Small Business,Hospitality,2024-04-27,117839.81
SRDHP,Alexandre,Clémence Guillot-Coste,Purchasing Manager,Grégoire,France,Corporate,Agriculture,2020-01-15,187420.76
SKDGE,Bond and Sons,Danny Smith,Supply Chain Manager,Burkefurt,USA,Retail,Education,2018-06-21,130495.56
BSZWS,Wilson Group,Angela Barnett,Order Administrator,Madisontown,USA,Corporate,Retail,2018-05-12,149974.0
RJVBL,Garcia - EI,João Lucas Barros,Procurement Specialist,Pires de Minas,Brazil,Corporate,Construction,2024-06-05,184459.14
JVSAT,Rodriguez-Ramirez,Morena Jazmin Maximo Hernandez,Purchasing Manager,La Rioja,Argentina,Small Business,Healthcare,2022-10-24,231708.49
KYLFD,주식회사 겨레,김수빈,Operations Manager,수원시 권선구,South Korea,Retail,Agriculture,2024-09-17,44923.98
ISUAC,Macedo,Larissa Gonçalves,Procurement Specialist,Araújo,Brazil,Government,Agriculture,2023-05-10,447259.62
SGDKK,斉藤銀行有限会社,森 陽子,Procurement Specialist,いすみ市,Japan,Retail,Education,2020-08-01,6530.51
UYQTB,"Lindsey, Reese and Vasquez",Kara Cruz,Purchasing Manager,East Arianaland,USA,Small Business,Food & Beverage,2023-10-07,154552.51
XCVCE,Gonzalez-Maidana,Dr(a). Bautista Diaz,Purchasing Manager,Rawson,Argentina,Wholesale,Food & Beverage,2021-05-27,564304.43
VUBOF,Pineda LLC,Timothy Harris,Owner,Rodriguezside,USA,Small Business,Technology,2024-12-12,150443.87
AMXVQ,佐藤鉱業合同会社,鈴木 健一,Procurement Specialist,八千代市,Japan,Small Business,Manufacturing,2020-11-05,142634.72
HVDOM,Banks and Sons,Dr Gary Jones,Supply Chain Manager,Nicolaville,UK,Small Business,Healthcare,2019-06-06,216975.11
DGYTK,Bruder Stahr KG,Florentine Hettner,Logistics Coordinator,Wertingen,Germany,Corporate,Construction,2025-03-15,803379.96
DMUVC,Aragão,Miguel da Rocha,Logistics Coordinator,Brito,Brazil,Wholesale,Food & Beverage,2021-03-26,211917.27
JOPFE,Cooley-Young,David Garcia,Operations Manager,Fergusonberg,USA,Retail,Healthcare,2024-10-13,242850.95
